workload,strategy,property,mutations,mode,discards,tests,shrinks,time
"rbt-rocq","TypeBasedFuzzer","InsertModel",["swap_cd"],"solve",0.00,546.60,0.00,12.4319
"rbt-rocq","TypeBasedFuzzer","InsertInsert",["insert_1"],"solve",2.00,0.30,0.00,0.0002
"rbt-rocq","TypeBasedFuzzer","InsertInsert",["insert_2"],"solve",4.80,24.70,0.00,0.0140
"rbt-rocq","TypeBasedFuzzer","InsertInsert",["insert_3"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertInsert",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertInsert",["swap_cd"],"solve",0.00,1741.80,0.00,0.3530
"rbt-rocq","TypeBasedFuzzer","InsertValid",["miscolor_insert"],"solve",2.10,0.40,0.00,0.0002
"rbt-rocq","TypeBasedFuzzer","InsertValid",["no_balance_insert_1"],"solve",791.50,121.20,0.00,0.1981
"rbt-rocq","TypeBasedFuzzer","InsertValid",["no_balance_insert_2"],"solve",3.00,26.00,0.00,0.0085
"rbt-rocq","TypeBasedFuzzer","InsertValid",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertValid",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["miscolor_delete"],"solve",160.00,0.70,0.00,0.0785
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["miscolor_balLeft"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["miscolor_balRight"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["miscolor_join_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["miscolor_join_2"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteValid",["swap_cd"],"solve",NaN,NaN,NaN,NaN
